office,num,cat,addr,build_area,land_area,price,lowest,result,date,status,low_per,res_per,comment
서울북부4계,2016-8091,아파트,"서울특별시 중랑구 신내동  817 신내우디안2단지 213동 13층1302호   
서울특별시 중랑구 신내동 817",115㎡ (34.79평),114.8㎡ (34.73평),"550,000,000","440,000,000",,2017-04-24(10:00),배당종결,80%,,
서울북부4계,2016-16375,아파트,"서울특별시 노원구 중계동 0,동 11층 1101호   
[도로명주소] 서울특별시 노원구  중계로8길 29, 108동 11층1101호",85㎡ (25.71평),44㎡ (13.31평),"496,000,000","496,000,000",,2017-04-24(10:00),배당종결,100%,,
서울서부6계,2016-11109,아파트,"서울특별시 은평구 불광동 0,층 201호   
[도로명주소] 서울특별시 은평구  불광천길 514, 2층201호",67㎡ (20.27평),8㎡ (2.42평),"262,000,000","262,000,000",,2017-04-18(10:00),배당종결,100%,,
서울동부7계,2016-5782,아파트,"서울특별시 송파구 문정동 1동 7층701호   
[도로명주소]   문정로 83-0",50㎡ (15.12평),58㎡ (17.54평),"300,000,000","240,000,000",,2017-04-17(10:00),배당종결,80%,,
서울중앙11계,2016-5932,아파트,"서울특별시 영등포구 여의도동 0,동 12층 1208호   
[도로명주소] 서울특별시 동작구  여의대방로10길 38, 102동 12층1208호",108㎡ (32.67평),40㎡ (12.1평),"730,000,000","584,000,000",,2017-04-13(10:00),배당종결,80%,,
서울중앙11계,2016-9699,아파트,"서울특별시 동작구 사당동 0,동 15층 1503호   
[도로명주소] 서울특별시 동작구  사당로17길 52, 5동 15층1503호",125㎡ (37.81평),67㎡ (20.27평),"685,000,000","548,000,000",,2017-04-13(10:00),배당종결,80%,,
서울중앙11계,2016-12251,아파트,"서울 관악구 신림동  1735-1, 관악산휴먼시아 104동 2층 202호   
서울특별시 관악구 신림동 0, 104동 2층202호",115㎡ (34.79평),60㎡ (18.15평),"462,000,000","369,600,000",,2017-04-13(10:00),배당종결,80%,,
서울남부8계,2016-12134,아파트,"서울특별시 양천구 목동 0,동 3층 305호   
[도로명주소] 서울특별시 양천구  목동동로 130, 1422동 3층305호",71㎡ (21.48평),18㎡ (5.44평),"700,000,000","560,000,000",,2017-04-12(10:00),배당종결,80%,,
서울중앙21계,2016-11579,아파트,"서울특별시 동작구 동작동 332동 4층404호   
[도로명주소]   동작대로45길 22-0",121㎡ (36.6평),60㎡ (18.15평),"740,000,000","592,000,000",,2017-04-11(10:00),배당종결,80%,,
서울남부6계,2016-104439,아파트,"서울특별시 양천구 목동 912동 1층105호   
[도로명주소]   목동동로 350-0",120㎡ (36.3평),116㎡ (35.09평),"1,300,000,000","1,300,000,000",,2017-04-11(10:00),배당종결,100%,,
서울동부4계,2015-12516,아파트,"서울특별시 송파구 문정동 58-17층203호   
[도로명주소]   새말로5길 18-0",82㎡ (24.8평),32㎡ (9.68평),"420,000,000","336,000,000",,2017-04-10(10:00),배당종결,80%,,
서울동부6계,2016-7573,아파트,"서울특별시 서초구 양재동 0,동 5층 501호   
[도로명주소] 서울특별시 강동구  양재대로 1716, 1동 5층501호",72㎡ (21.78평),50㎡ (15.12평),"385,000,000","385,000,000",,2017-04-10(10:00),배당종결,100%,,
서울북부8계,2016-105626,아파트,"서울특별시 노원구 공릉동 0,동 7층 708호   
[도로명주소] 서울특별시 노원구  공릉로59길 25, 706동 7층708호",50㎡ (15.12평),31㎡ (9.38평),"245,000,000","196,000,000",,2017-04-10(10:00),배당종결,80%,,
서울남부10계,2016-9442,아파트,"서울특별시 구로구 개봉동 0,동 5층 502호   
[도로명주소] 서울특별시 구로구  개봉로20길 6, 119동 5층502호",115㎡ (34.79평),41㎡ (12.4평),"495,000,000","396,000,000",,2017-04-05(10:00),배당종결,80%,,
서울서부4계,2016-7926,아파트,"서울특별시 서대문구 홍은동 0,층 415호   
[도로명주소] 서울특별시 서대문구  홍은중앙로 156, 4층415호",49㎡ (14.82평),39㎡ (11.8평),"150,000,000","120,000,000",,2017-04-04(10:00),배당종결,80%,,대항력있는임차인
서울중앙1계,2016-14004,아파트,"서울특별시 강남구 논현동  114-23 로체샤르캐슬 5층503호   
서울특별시 강남구 논현동 114-23",107㎡ (32.37평),61㎡ (18.45평),"687,000,000","687,000,000",,2017-04-04(10:00),배당종결,100%,,
서울중앙1계,2016-103126,아파트,"서울 강남구 신사동  632, 압구정하이츠파크 비동 21층 2101호   
서울특별시 강남구 압구정동 0, 비동 21층2101호",184㎡ (55.66평),80㎡ (24.2평),"2,650,000,000","2,120,000,000",,2017-04-04(10:00),배당종결,80%,,
서울북부6계,2014-4538,아파트,"서울특별시 노원구 상계동 737,동 6층 608호   
[도로명주소] 서울특별시 노원구  동일로215길 48, 319동 6층 608호",84㎡ (25.41평),55㎡ (16.64평),"370,000,000","296,000,000",,2017-04-03(10:00),배당종결,80%,,
서울중앙4계,2015-3991,아파트,"서울 서초구 서초동  1336 3층 303호   
서울특별시 서초구 서초동 0, 5동 3층 303호",210㎡ (63.52평),101㎡ (30.55평),"1,700,000,000","1,360,000,000",,2017-03-30(10:00),배당종결,80%,,
서울서부2계,2015-13511,아파트,"서울특별시 용산구 한남동  26-5 트윈빌 6층602호   
서울특별시 용산구 한남동 26-5",223㎡ (67.46평),88㎡ (26.62평),"2,210,000,000","1,768,000,000",,2017-03-28(10:00),배당종결,80%,,
서울북부4계,2016-104555,아파트,"서울특별시 중랑구 면목동 1522동 9층901호   
[도로명주소]   면목로35길 63-0",85㎡ (25.71평),23㎡ (6.96평),"390,000,000","312,000,000",,2017-03-27(10:00),배당종결,80%,,
서울북부4계,2016-105435,아파트,"서울특별시 성북구 정릉동 0,동 5층 502호   
[도로명주소] 서울특별시 성북구  정릉로 388, 102동 5층502호",72㎡ (21.78평),,"570,000,000","456,000,000",,2017-03-27(10:00),배당종결,80%,,
서울중앙7계,2016-12015,아파트,"서울특별시 동작구 상도동 0,동 6층 608호   
[도로명주소] 서울특별시 동작구  상도로60길 20, 102동 6층608호",85㎡ (25.71평),33㎡ (9.98평),"430,000,000","344,000,000",,2017-03-23(10:00),배당종결,80%,,
서울중앙6계,2016-5154,아파트,"서울특별시 동작구 사당동 0,동 15층 1501호   
[도로명주소] 서울특별시 동작구  사당로23바길 9, 107동 15층1501호",115㎡ (34.79평),44㎡ (13.31평),"721,000,000","576,800,000",,2017-03-22(10:00),배당종결,80%,,
서울중앙3계,2016-3585,아파트,"서울특별시 서초구 양재동 154-2동 6층606호   
[도로명주소]   바우뫼로 89-0",85㎡ (25.71평),49㎡ (14.82평),"730,000,000","584,000,000",,2017-03-21(10:00),배당종결,80%,,
서울동부5계,2016-6983,아파트,"서울특별시 송파구 마천동  32-1 송파자연채 3층301호   
서울특별시 송파구 마천동 32-1",66㎡ (19.96평),22㎡ (6.65평),"360,000,000","288,000,000",,2017-03-20(10:00),배당종결,80%,,
서울동부5계,2016-52160,아파트,"서울 성동구 상왕십리동  811,    
서울특별시 성동구 마장동 0, 201동 9층 903호 201동 903호",127㎡ (38.42평),61㎡ (18.45평),"955,000,000","955,000,000",,2017-03-20(10:00),배당종결,100%,,
서울북부1계,2016-104845,아파트,"서울 도봉구 방학동  272 2동 7층 707호   
서울특별시 도봉구 방학동 0, 2동 7층707호",71㎡ (21.48평),30㎡ (9.07평),"275,000,000","220,000,000",,2017-03-20(10:00),배당종결,80%,,
서울중앙8계,2016-10118,아파트,"서울 종로구 당주동  145 7층 705호   
서울특별시 종로구 세종로 0, 7층705호",56㎡ (16.94평),14㎡ (4.23평),"271,000,000","216,800,000",,2017-03-16(10:00),배당종결,80%,,
서울중앙8계,2016-12220,아파트,"서울특별시 강남구 도곡동 869동 13층1408호   
[도로명주소]   논현로 218-0",154㎡ (46.58평),86㎡ (26.01평),"1,220,000,000","1,220,000,000",,2017-03-16(10:00),배당종결,100%,,
서울중앙21계,2012-38415,아파트,"서울특별시 성북구 종암동 0,동 24층 2407호   
[도로명주소] 서울특별시 성북구  종암로24가길 53, 101동 24층 2407호",85㎡ (25.71평),26㎡ (7.86평),"355,000,000","355,000,000",,2017-03-14(10:00),배당종결,100%,,
서울서부3계,2016-10595,아파트,"서울특별시 마포구 토정동 0,층 701호   
[도로명주소] 서울특별시 마포구  토정로11길 39, 7층701호",232㎡ (70.18평),8㎡ (2.42평),"1,230,000,000","1,230,000,000",,2017-03-14(10:00),배당종결,100%,,
서울남부9계,2016-100734,아파트,"서울특별시 양천구 목동 0,동 12층 1202호   
[도로명주소] 서울특별시 양천구  목동서로 70, 215동 12층1202호",144㎡ (43.56평),131㎡ (39.63평),"1,305,000,000","1,305,000,000",,2017-03-14(10:00),배당종결,100%,,
서울동부2계,2015-11131,아파트,"서울 강동구 명일동  270, 삼익맨션 3동 2층 207호   
서울특별시 마포구 상암동 0, 3동 2층207호",67㎡ (20.27평),20㎡ (6.05평),"395,000,000","395,000,000",,2017-03-13(10:00),배당종결,100%,,
서울북부9계,2015-18787,아파트,"서울특별시 성북구 정릉동 0,동 19층 1901호   
[도로명주소] 서울특별시 성북구  정릉로 388, 102동 19층1901호",72㎡ (21.78평),,"572,000,000","457,600,000",,2017-03-13(10:00),배당종결,80%,,
서울북부8계,2016-9186,아파트,"서울 도봉구 창동  819, 태영창동데시앙 108동 16층 1603호   
서울특별시 도봉구 도봉동 0, 108동 16층1603호",85㎡ (25.71평),32㎡ (9.68평),"440,000,000","352,000,000",,2017-03-13(10:00),배당종결,80%,,
서울북부8계,2016-105220,아파트,"서울특별시 노원구 상계동 0,동 5층 510호   
[도로명주소] 서울특별시 노원구  상계로1길 92, 720동 5층510호",59㎡ (17.85평),6㎡ (1.81평),"370,000,000","370,000,000",,2017-03-13(10:00),배당종결,100%,,
서울중앙1계,2016-103867,아파트,"서울 서초구 서초동  1685-3, 아크로비스타 17층 비-1702호   
서울특별시 서초구 서초동 0, 17층비-1702호",175㎡ (52.94평),28㎡ (8.47평),"1,700,000,000","1,360,000,000",,2017-03-07(10:00),배당종결,80%,,
서울동부4계,2016-4994,아파트,"서울특별시 마포구 상암동 0,동 13층 1305호   
[도로명주소] 서울특별시 강동구  상암로3길 77, 104동 13층1305호",115㎡ (34.79평),38㎡ (11.49평),"740,000,000","740,000,000",,2017-03-06(10:00),배당종결,100%,,
서울동부1계,2016-5324,아파트,"서울특별시 성동구 행당동 0,동 5층 502호   
[도로명주소] 서울특별시 성동구  행당로 79, 123동 5층502호",115㎡ (34.79평),51㎡ (15.43평),"644,000,000","515,200,000",,2017-02-27(10:00),배당종결,80%,,
서울북부4계,2016-104074,아파트,"서울 동대문구 장안동  336, 장안현대홈타운 103동 20층 2004호   
서울특별시 동대문구 장안동 0, 103동 20층2004호",113㎡ (34.18평),45㎡ (13.61평),"592,000,000","473,600,000",,2017-02-27(10:00),배당종결,80%,,
서울중앙6계,2015-9654,아파트,"서울특별시 강남구 삼성동  5-3 골든카운티 7층702호   
서울특별시 강남구 삼성동 5-3",85㎡ (25.71평),834㎡ (252.28평),"700,000,000","358,400,000",,2017-02-22(10:00),배당종결,51%,,
서울중앙6계,2016-10675,아파트,"서울특별시 강남구 삼성동 0,동 14층 1403호   
[도로명주소] 서울특별시 강남구  삼성로 151, 8동 14층1403호",46㎡ (13.91평),10㎡ (3.02평),"620,000,000","620,000,000",,2017-02-22(10:00),배당종결,100%,,
서울남부5계,2016-2427,아파트,"서울 금천구 시흥동  960-6, 힐캐슬 5층 501호   
서울특별시 금천구 시흥동 0, 5층501호",59㎡ (17.85평),35㎡ (10.59평),"263,000,000","210,400,000",,2017-02-21(10:00),배당종결,80%,,
서울서부2계,2016-4934,아파트,"서울특별시 은평구 갈현동 0,동 3층 302호   
[도로명주소] 서울특별시 은평구  갈현로15길 53, 1동 3층302호",125㎡ (37.81평),58㎡ (17.54평),"320,000,000","256,000,000",,2017-02-21(10:00),배당종결,80%,,
서울서부2계,2016-8585,아파트,"서울특별시 은평구 갈현동 0,층 301호   
[도로명주소] 서울특별시 은평구  갈현로11길 37, 3층301호",65㎡ (19.66평),41㎡ (12.4평),"300,000,000","240,000,000",,2017-02-21(10:00),배당종결,80%,,
서울중앙7계,2016-3240,아파트,"서울특별시 종로구 사직동 0,동 10층 1009호   
[도로명주소] 서울특별시 종로구  사직로8길 4, 105동 10층1009호",161㎡ (48.7평),32㎡ (9.68평),"1,280,000,000","1,024,000,000",,2017-02-16(10:00),배당종결,80%,,
서울중앙7계,2016-103782,아파트,"서울 관악구 신림동  1735, 관악산휴먼시아 218동 12층 1201호   
서울특별시 관악구 신림동 0, 218동 12층1201호",115㎡ (34.79평),61㎡ (18.45평),"480,000,000","384,000,000",,2017-02-16(10:00),배당종결,80%,,
서울중앙11계,2016-7525,아파트,"서울특별시 서초구 방배동  807-5  6층601호   
서울특별시 서초구 방배동 807-5",243㎡ (73.51평),119㎡ (36평),"2,000,000,000","1,280,000,000",,2017-02-09(10:00),배당종결,64%,,
서울중앙11계,2016-9798,아파트,"서울특별시 동작구 상도동  361-6  4층403호   
서울특별시 동작구 상도동 361-6",53㎡ (16.03평),35㎡ (10.59평),"213,535,000","170,828,000",,2017-02-09(10:00),배당종결,80%,,
서울남부11계,2015-103132,아파트,"서울 양천구 목동  502-1 6층 601호   
서울특별시 양천구 목동 0, 6층601호",126㎡ (38.11평),22㎡ (6.65평),"450,000,000","360,000,000",,2017-02-07(10:00),배당종결,80%,,
서울남부11계,2016-4584,아파트,"서울특별시 구로구 신도림동 0,동 13층 1307호   
[도로명주소] 서울특별시 구로구  신도림로21길 25, 301동 13층1307호",85㎡ (25.71평),38㎡ (11.49평),"464,000,000","464,000,000",,2017-02-07(10:00),배당종결,100%,,
서울남부11계,2016-9022,아파트,"서울특별시 강서구 공항동 0,동 13층 1304호   
[도로명주소] 서울특별시 강서구  공항대로39길 100, 107동 13층1304호",90㎡ (27.22평),37㎡ (11.19평),"549,000,000","439,200,000",,2017-02-07(10:00),배당종결,80%,,
서울중앙21계,2016-102710,아파트,"서울 서초구 서초동  1315 2동 9층 907호   
서울특별시 서초구 서초동 0, 2동 9층907호",101㎡ (30.55평),44㎡ (13.31평),"1,020,000,000","816,000,000",,2017-02-07(10:00),배당종결,80%,,
서울남부11계,2016-103634,아파트,"서울특별시 양천구 목동 0,동 9층 905호   
[도로명주소] 서울특별시 양천구  목동서로 400, 1023동 9층905호",106㎡ (32.06평),78㎡ (23.59평),"900,000,000","720,000,000",,2017-02-07(10:00),배당종결,80%,,
서울동부2계,2016-4772,아파트,"서울특별시 서초구 양재동 0,동 12층 1205호   
[도로명주소] 서울특별시 강동구  양재대로134길 87, 101동 12층1205호",85㎡ (25.71평),35㎡ (10.59평),"430,000,000","430,000,000",,2017-02-06(10:00),배당종결,100%,,
서울중앙2계,2016-8238,아파트,"서울특별시 강남구 역삼동  761-3 상지리츠빌역삼2차 3층301호   
서울특별시 강남구 역삼동 761-3",175㎡ (52.94평),69㎡ (20.87평),"1,180,000,000","944,000,000",,2017-02-02(10:00),배당종결,80%,,
서울중앙2계,2016-102994,아파트,"서울 종로구 내수동  72, 경희궁의아침3단지 11층 아파트1109호   
서울특별시 종로구 사직동 0, 11층아파트1109호",175㎡ (52.94평),33㎡ (9.98평),"1,590,000,000","1,590,000,000",,2017-02-02(10:00),배당종결,100%,,
서울남부9계,2014-3853,아파트,"서울특별시 영등포구 여의도동  51 삼익아파트 디동 3층 302호   
서울특별시 영등포구 여의도동 51",123㎡ (37.21평),30㎡ (9.07평),"796,000,000","796,000,000",,2017-02-01(10:00),배당종결,100%,,
서울남부9계,2016-103993,아파트,"서울 영등포구 대림동  993-8 2동 205호   
서울특별시 금천구 시흥동 0, 2동 205호",11㎡ (3.33평),59㎡ (17.85평),"280,000,000","280,000,000",,2017-02-01(10:00),배당종결,100%,,
서울남부8계,2015-4839,아파트,"서울 영등포구 신길동  4780, 보라매경남아너스빌 106동 17층 1701호   
서울특별시 영등포구 여의도동 0, 106동 17층 1701호",60㎡ (18.15평),25㎡ (7.56평),"396,000,000","396,000,000",,2017-01-31(10:00),배당종결,100%,,
서울중앙1계,2016-3523,아파트,"서울특별시 동작구 노량진동 323동 1층101호   
[도로명주소]   만양로8길 50-0",125㎡ (37.81평),52㎡ (15.73평),"538,000,000","538,000,000",,2017-01-31(10:00),배당종결,100%,,
서울중앙1계,2016-6676,아파트,"서울특별시 강남구 청담동  102-7  10층1002호   
서울특별시 강남구 청담동 102-7",236㎡ (71.39평),73㎡ (22.08평),"2,500,000,000","2,000,000,000",,2017-01-31(10:00),배당종결,80%,,"대항력있는임차인,선순위전세권"
서울남부8계,2016-6979,아파트,"서울특별시 구로구 신도림동 0,동 14층 1402호   
[도로명주소] 서울특별시 구로구  신도림로 78, 301동 14층1402호",165㎡ (49.91평),51㎡ (15.43평),"725,000,000","580,000,000",,2017-01-31(10:00),배당종결,80%,,
서울중앙1계,2016-9729,아파트,"서울특별시 강남구 역삼동  754-1 역삼푸르지오 106동 7층701호   
서울특별시 강남구 역삼동 754-1",85㎡ (25.71평),38㎡ (11.49평),"1,070,000,000","856,000,000",,2017-01-31(10:00),배당종결,80%,,
서울남부8계,2016-103306,아파트,"서울특별시 양천구 목동 0,동 10층 1001호   
[도로명주소] 서울특별시 양천구  목동남로4길 6-23, 201동 10층1001호",114㎡ (34.48평),39㎡ (11.8평),"520,000,000","416,000,000",,2017-01-31(10:00),배당종결,80%,,
서울남부6계,2016-9251,아파트,"서울특별시 금천구 시흥동 0,동 11층 1103호   
[도로명주소] 서울특별시 금천구  시흥대로 165, 103동 11층1103호",85㎡ (25.71평),15㎡ (4.54평),"491,000,000","392,800,000",,2017-01-25(10:00),배당종결,80%,,
서울남부6계,2016-9930,아파트,"서울특별시 구로구 신도림동 0,동 10층 1002호   
[도로명주소] 서울특별시 구로구  신도림로 16, 402동 10층1002호",135㎡ (40.84평),48㎡ (14.52평),"678,000,000","542,400,000",,2017-01-25(10:00),배당종결,80%,,
서울남부10계,2016-5167,아파트,"서울특별시 양천구 목동 0,동 2층 206호   
[도로명주소] 서울특별시 양천구  목동중앙북로24길 83, 101동 2층206호",84㎡ (25.41평),55㎡ (16.64평),"380,000,000","304,000,000",,2017-01-24(10:00),배당종결,80%,,
서울중앙5계,2016-6287,아파트,"서울특별시 동작구 사당동 0,동 3층 302호   
[도로명주소] 서울특별시 동작구  사당로2길 2-32, 101동 3층302호",85㎡ (25.71평),35㎡ (10.59평),"390,000,000","390,000,000",,2017-01-24(10:00),배당종결,100%,,
서울중앙5계,2016-103447,아파트,"서울특별시 강남구 논현동  62-3 청학아파트 에이동 5층402호   
서울특별시 강남구 논현동 62-3",85㎡ (25.71평),33㎡ (9.98평),"670,000,000","670,000,000",,2017-01-24(10:00),배당종결,100%,,
서울동부6계,2016-4734,아파트,"서울 강동구 성내동  244-12, 엘아이지건영리가주상복합 12층 1204호   
서울특별시 강동구 천호동 0, 12층1204호",125㎡ (37.81평),30㎡ (9.07평),"552,000,000","441,600,000",,2017-01-23(10:00),배당종결,80%,,
서울중앙8계,2016-9071,아파트,"서울특별시 강남구 논현동 0,동 2층 213호   
[도로명주소] 서울특별시 강남구  논현로 213, 102동 2층213호",85㎡ (25.71평),41㎡ (12.4평),"848,000,000","678,400,000",,2017-01-19(10:00),배당종결,80%,,
서울중앙8계,2016-103119,아파트,"서울특별시 관악구 남현동  602-216 네스코뮤즈빌 4층402호   
서울특별시 관악구 남현동 602-216",133㎡ (40.23평),56㎡ (16.94평),"660,000,000","528,000,000",,2017-01-19(10:00),배당종결,80%,,
서울남부5계,2016-5020,아파트,"서울 양천구 목동  901 113동 4층 401호   
서울특별시 양천구 목동 0, 113동 4층401호",98㎡ (29.64평),90㎡ (27.22평),"944,000,000","944,000,000",,2017-01-17(10:00),배당종결,100%,,
서울서부7계,2016-7421,아파트,"서울 서대문구 북가좌동  481, 디엠씨래미안이편한세상 304동 8층 804호   
서울특별시 은평구 수색동 0, 304동 8층804호",85㎡ (25.71평),15㎡ (4.54평),"620,000,000","620,000,000",,2017-01-17(10:00),배당종결,100%,,
서울남부5계,2016-102464,아파트,"서울특별시 구로구 개봉동 0,동 12층 1203호   
[도로명주소] 서울특별시 구로구  개봉로20길 6, 106동 12층1203호",13㎡ (3.93평),4㎡ (1.21평),"68,000,000","68,000,000",,2017-01-17(10:00),배당종결,100%,,대항력있는임차인
서울북부3계,2015-21592,아파트,"서울 성북구 종암동  133, 래미안세레니티 204동 14층 1404호   
서울특별시 성북구 종암동 0, 204동 14층1404호",60㎡ (18.15평),33㎡ (9.98평),"427,000,000","427,000,000",,2017-01-16(10:00),배당종결,100%,,
서울북부4계,2016-3782,아파트,"서울특별시 강북구 우이동 0,동 12층 1207호   
[도로명주소] 서울특별시 도봉구  우이천로20길 6, 101동 12층1207호",60㎡ (18.15평),26㎡ (7.86평),"300,000,000","300,000,000",,2017-01-16(10:00),배당종결,100%,,
서울북부4계,2016-9087,아파트,"서울특별시 성북구 정릉동 0,동 10층 1007호   
[도로명주소] 서울특별시 성북구  정릉로 305, 108동 10층1007호",46㎡ (13.91평),16㎡ (4.84평),"246,000,000","246,000,000",,2017-01-16(10:00),배당종결,100%,,
서울북부3계,2016-11462,아파트,"서울 도봉구 창동  825, 북한산아이파크 513동 15층 1501호   
서울특별시 도봉구 도봉동 0, 513동 15층1501호",119㎡ (36평),46㎡ (13.91평),"632,000,000","505,600,000",,2017-01-16(10:00),배당종결,80%,,
서울남부3계,2016-6856,아파트,"서울특별시 강서구 등촌동 0,층 206호   
[도로명주소] 서울특별시 강서구  등촌로13다길 29, 2층206호",73㎡ (22.08평),44㎡ (13.31평),"280,000,000","224,000,000",,2017-01-10(10:00),배당종결,80%,,
서울남부3계,2016-9565,아파트,"서울특별시 구로구 신도림동 0,동 10층 1001호   
[도로명주소] 서울특별시 구로구  신도림로 87, 108동 10층1001호",60㎡ (18.15평),16㎡ (4.84평),"446,000,000","446,000,000",,2017-01-10(10:00),배당종결,100%,,
서울동부3계,2015-11889,아파트,"서울 광진구 구의동  199-18, 구의동삼성쉐르빌 101동 11층 1104호   
서울특별시 광진구 구의동 0, 101동 11층1104호",132.77㎡ (40.16평),9㎡ (2.72평),"670,000,000","536,000,000",,2017-01-09(10:00),배당종결,80%,,
서울동부3계,2016-5133,아파트,"서울 광진구 자양동  855, 이튼타워리버3차 5층 에이-503호   
서울특별시 광진구 능동 0, 5층에이-503호",123㎡ (37.21평),37㎡ (11.19평),"800,000,000","640,000,000",,2017-01-09(10:00),배당종결,80%,,
서울북부1계,2016-8626,아파트,"서울특별시 동대문구 장안동 0,동 19층 1903호   
[도로명주소] 서울특별시 동대문구  장안벚꽃로1길 7, 1003동 19층1903호",85㎡ (25.71평),43㎡ (13.01평),"531,000,000","424,800,000",,2017-01-09(10:00),배당종결,80%,,
서울동부3계,2016-50782,아파트,"서울 송파구 가락동  80, 송파성원상떼빌 101동 16층 1608호   
서울특별시 송파구 송파동 0, 101동 16층1608호",136㎡ (41.14평),27㎡ (8.17평),"700,000,000","560,000,000",,2017-01-09(10:00),배당종결,80%,,
서울남부1계,2016-7262,아파트,"서울특별시 강서구 내발산동 0,동 12층 1204호   
[도로명주소] 서울특별시 강서구  우장산로 103, 103동 12층1204호",120㎡ (36.3평),32㎡ (9.68평),"540,000,000","432,000,000",,2017-01-04(10:00),배당종결,80%,,
서울중앙10계,2016-7518,아파트,"서울특별시 관악구 남현동 0,동 2층 205호   
[도로명주소] 서울특별시 관악구  남현12길 21, 101동 2층205호",60㎡ (18.15평),35㎡ (10.59평),"390,000,000","312,000,000",,2017-01-04(10:00),배당종결,80%,,
서울서부5계,2016-796,아파트,"서울특별시 마포구 도화동 0,동 9층 905호   
[도로명주소] 서울특별시 마포구  도화길 28, 114동 9층905호",136㎡ (41.14평),58㎡ (17.54평),"840,000,000","672,000,000",,2017-01-03(10:00),배당종결,80%,,
서울서부2계,2016-8417,아파트,"서울특별시 용산구 이촌동 0,동 1층 103호   
[도로명주소] 서울특별시 용산구  이촌로65가길 23, 218동 1층103호",60㎡ (18.15평),1㎡ (0.3평),"616,000,000","616,000,000",,2017-01-03(10:00),배당종결,100%,,
서울서부5계,2016-8479,아파트,"서울특별시 은평구 응암동 0,동 4층 403호   
[도로명주소] 서울특별시 서대문구  응암로 33, 1-2동 4층403호",85㎡ (25.71평),31㎡ (9.38평),"365,000,000",0,,2017-01-03(10:00),배당종결,0%,,
서울중앙4계,2012-6647,아파트,"서울특별시 강남구 청담동  127-2 연세리버빌7차 비동 2층 205호   
서울특별시 강남구 청담동 127-2",214㎡ (64.73평),,"1,600,000,000","1,024,000,000",,2016-12-29(10:00),배당종결,64%,,
서울중앙4계,2015-18498,아파트,"서울 동작구 본동  494, 래미안트윈파크 102동 11층 1101호   
서울특별시 동작구 노량진동 0, 102동 11층1101호",85㎡ (25.71평),42㎡ (12.7평),"830,000,000","830,000,000",,2016-12-29(10:00),배당종결,100%,,
서울중앙1계,2013-34205,아파트,"서울특별시 관악구 남현동 1079-3동 1층 101호   
[도로명주소]   남현길 96-0",4255㎡ (1287.13평),2513㎡ (760.18평),"27,775,000,000","14,220,800,000",,2016-12-28(10:00),배당종결,51%,,
서울중앙1계,2015-7412,아파트,"서울특별시 서초구 서초동  1679-6 서초동에지앙 502호   
서울특별시 서초구 서초동 1679-6",173㎡ (52.33평),58㎡ (17.54평),"1,000,000,000","640,000,000",,2016-12-28(10:00),배당종결,64%,,
서울중앙5계,2016-5147,아파트,"서울특별시 강남구 압구정동 0,동 2층 212호   
[도로명주소] 서울특별시 강남구  압구정로 321, 3동 2층212호",50㎡ (15.12평),29㎡ (8.77평),"882,000,000","882,000,000",,2016-12-27(10:00),배당종결,100%,,
서울남부9계,2016-7064,아파트,"서울 강서구 화곡동  1145, 우장산롯데캐슬 305동 1층 103호   
서울특별시 강서구 공항동 0, 305동 1층103호",178㎡ (53.84평),87㎡ (26.32평),"760,000,000","608,000,000",,2016-12-27(10:00),배당종결,80%,,
서울중앙5계,2016-8627,아파트,"서울특별시 종로구 평창동 0, 102동 4층401호",111㎡ (33.58평),53㎡ (16.03평),"670,000,000","536,000,000",,2016-12-27(10:00),배당종결,80%,,
서울남부9계,2016-103054,아파트,"서울 강서구 등촌동  715, 등촌동아이파크 104동 3층 303호   
서울특별시 강서구 등촌동 0, 104동 3층303호",85㎡ (25.71평),40㎡ (12.1평),"535,000,000","535,000,000",,2016-12-27(10:00),배당종결,100%,,
서울동부2계,2013-14396,아파트,"서울특별시 광진구 구의동 587-54동 8층 805호   
[도로명주소]   구의강변로3가길 33",60㎡ (18.15평),22㎡ (6.65평),"429,000,000","343,200,000",,2016-12-26(10:00),배당종결,80%,,
서울동부2계,2016-1766,아파트,"서울 강동구 천호동  50-32, 광남벨라스643브이 1층 101호   
서울특별시 서초구 양재동 0, 1층101호",85㎡ (25.71평),40㎡ (12.1평),"330,000,000","264,000,000",,2016-12-26(10:00),배당종결,80%,,
서울북부9계,2016-9513,아파트,"서울특별시 동대문구 장안동 0,동 11층 1102호   
[도로명주소] 서울특별시 동대문구  장안벚꽃로1길 7, 1000동 11층1102호",60㎡ (18.15평),31㎡ (9.38평),"421,000,000","421,000,000",,2016-12-26(10:00),배당종결,100%,,
서울남부8계,2015-9476,아파트,"서울특별시 구로구 온수동 97-2층502호   
[도로명주소]   부일로1길 136-9",163㎡ (49.31평),98㎡ (29.64평),"436,000,000","279,040,000",,2016-12-21(10:00),배당종결,64%,,
서울남부8계,2016-102211,아파트,"서울특별시 양천구 목동 0,동 12층 1202호   
[도로명주소] 서울특별시 양천구  목동중앙북로24길 65, 101동 12층 1202호",111㎡ (33.58평),19㎡ (5.75평),"585,000,000","468,000,000",,2016-12-21(10:00),배당종결,80%,,
