office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment
서울북부1계,2016-106124,2016,아파트,"서울 중랑구 묵동  178-16, 미리하우스 1층 101호","서울특별시 노원구 공릉동 0, 1층101호",서울 중랑구 묵동,178-16,0,101호,1.0,미리하우스,220.0,142.0,955080000,955080000,1105000000.0,2017-07-31,2017,7,31,배당종결,100,,
서울북부1계,2017-2601,2017,아파트,"서울특별시 성북구 성북동 0,동 19층 1901호","서울특별시 성북구  성북로4길 52, 207동 19층1901호",서울특별시 성북구 성북동,0,207동,1901호,19.0,0,114.0,46.0,523000000,418400000,502080000.0,2017-07-31,2017,7,31,배당종결,80,,
서울북부2계,2017-3253,2017,아파트,"서울 동대문구 용두동  790, 롯데캐슬피렌체 5층 103-503호","서울특별시 성북구 정릉동 0, 5층103-503호",서울 동대문구 용두동,790,0,103-503호,5.0,롯데캐슬피렌체,116.0,31.0,620000000,620000000,620211001.0,2017-07-31,2017,7,31,배당종결,100,,
서울서부7계,2016-4125,2016,아파트,"서울특별시 은평구 갈현동 0,동 6층 605호","서울특별시 은평구  갈현로15길 28-17, 1동 6층605호",서울특별시 은평구 갈현동,0,1동,605호,6.0,0,34.0,43.0,111000000,111000000,125000000.0,2017-07-25,2017,7,25,배당종결,100,,
서울중앙5계,2017-2619,2017,아파트,"서울특별시 강남구 압구정동 0,동 8층 808호","서울특별시 강남구  압구정로 151, 103동 8층808호",서울특별시 강남구 압구정동,0,103동,808호,8.0,0,74.0,42.0,1069327000,1069327000,1069327000.0,2017-07-25,2017,7,25,배당종결,100,,
서울북부9계,2016-9117,2016,아파트,"서울특별시 중랑구 신내동 0,동 8층 806호","서울특별시 중랑구  신내로 128, 6동 8층806호",서울특별시 중랑구 신내동,0,6동,806호,8.0,0,59.0,20.0,260000000,260000000,273570000.0,2017-07-24,2017,7,24,배당종결,100,,
서울동부1계,2016-9692,2016,아파트,"서울특별시 강동구 천호동 0,동 3층 301호","서울특별시 강동구  천호대로 1152, 105동 3층301호",서울특별시 강동구 천호동,0,105동,301호,3.0,0,111.0,40.0,580000000,464000000,575300000.0,2017-07-24,2017,7,24,배당종결,80,,
서울북부8계,2016-103477,2016,아파트,"서울 성북구 길음동  1280, 길음뉴타운 220동 9층 901호","서울특별시 성북구 길음동 0, 220동 9층901호",서울 성북구 길음동,1280,220동,901호,9.0,길음뉴타운,115.0,53.0,550000000,440000000,534190000.0,2017-07-24,2017,7,24,배당종결,80,,
서울북부9계,2017-1950,2017,아파트,서울특별시 동대문구 장안동 455-1동 2층203호,장한로8길 80-0,서울특별시 동대문구 장안동,455-1,0,203호,2.0,455-1동,100.0,51.0,398000000,318400000,371111000.0,2017-07-24,2017,7,24,배당종결,80,,
서울중앙6계,2017-19,2017,아파트,"서울특별시 동작구 동작동 0,동 3층 302호","서울특별시 동작구  동작대로39길 22, 102동 3층302호",서울특별시 동작구 동작동,0,102동,302호,3.0,0,108.0,63.0,963000000,770400000,911500000.0,2017-07-19,2017,7,19,배당종결,80,,
서울남부5계,2017-916,2017,아파트,"서울 양천구 목동  950, 목동 이-편한세상 101동 12층 1202호","서울특별시 양천구 목동 0, 101동 12층1202호",서울 양천구 목동,950,목동,1202호,12.0,950이-편한세상,135.0,66.0,820000000,820000000,861300000.0,2017-07-19,2017,7,19,배당종결,100,,
서울동부3계,2016-52740,2016,아파트,서울특별시 송파구 풍납동 511동 2층 206호,풍성로26길 31-0,서울특별시 송파구 풍납동,511,0,206호,2.0,511동,85.0,46.0,583000000,583000000,613999999.0,2017-07-17,2017,7,17,배당종결,100,,
서울북부5계,2017-2335,2017,아파트,"서울특별시 중랑구 신내동 0,동 10층 1006호","서울특별시 중랑구  신내로 110, 14동 10층1006호",서울특별시 중랑구 신내동,0,14동,1006호,10.0,0,59.0,18.0,269000000,269000000,275370000.0,2017-07-17,2017,7,17,배당종결,100,,
서울북부6계,2017-100796,2017,아파트,"서울 도봉구 창동  715-9, 지니빌 3층 302호","서울특별시 도봉구 도봉동 0, 3층302호",서울 도봉구 창동,715-9,0,302호,3.0,지니빌,46.0,16.0,164000000,131200000,143250000.0,2017-07-17,2017,7,17,배당종결,80,,
서울중앙3계,2016-100813,2016,아파트,서울특별시 강남구 역삼동  755-1 개나리푸르지오 302동 16층1602호,서울특별시 강남구 역삼동 755-1,서울특별시 강남구 역삼동,755-1,302동,1602호,16.0,755-1개나리푸르지오,85.0,39.0,1200000000,1200000000,1288500000.0,2017-07-11,2017,7,11,배당종결,100,,
서울남부11계,2016-14352,2016,아파트,서울 강서구 염창동  275-5 비동 2층 221호,"서울특별시 강서구 공항동 0, 비동 2층221호",서울 강서구 염창동,275-5,비동,221호,2.0,275-5,36.0,23.0,176000000,0,,2017-07-05,2017,7,5,배당종결,0,,
서울서부1계,2016-1942,2016,아파트,"서울 마포구 아현동  774, 마포래미안푸르지오 202동 18층 1802호","서울특별시 마포구 마포동 0, 202동 18층1802호",서울 마포구 아현동,774,202동,1802호,18.0,마포래미안푸르지오,115.0,18.0,1030000000,824000000,989990000.0,2017-07-04,2017,7,4,배당종결,80,,
서울서부1계,2016-5432,2016,아파트,"서울 은평구 녹번동  279-1, 해주드림빌 101동 11층 1104호","서울특별시 은평구 응암동 0, 101동 11층1104호",서울 은평구 녹번동,279-1,101동,1104호,11.0,해주드림빌,50.0,19.0,230000000,230000000,256200000.0,2017-07-04,2017,7,4,배당종결,100,,
서울서부1계,2016-5432,2016,아파트,"서울 은평구 녹번동  279-1, 해주드림빌 101동 12층 1204호","서울특별시 은평구 응암동 0, 101동 12층1204호",서울 은평구 녹번동,279-1,101동,1204호,12.0,해주드림빌,50.0,19.0,226000000,226000000,253169000.0,2017-07-04,2017,7,4,배당종결,100,,
서울남부9계,2016-13359,2016,아파트,"서울 영등포구 여의도동  47, 여의도자이 5층 201-503호","서울특별시 영등포구 여의도동 0, 5층201-503호",서울 영등포구 여의도동,47,0,201-503호,5.0,여의도자이,45.12,45.0,2000000000,1600000000,1751999900.0,2017-07-04,2017,7,4,배당종결,80,,
서울남부9계,2016-13823,2016,아파트,"서울 강서구 화곡동  382-4, 유디코파크리움 102동 6층 604호","서울특별시 강서구 화곡동 382-4, 102동 6층604호",서울 강서구 화곡동,382-4,102동,604호,6.0,유디코파크리움,11.0,2.0,77000000,77000000,77090000.0,2017-07-04,2017,7,4,배당종결,100,,
서울남부9계,2017-84,2017,아파트,서울특별시 강서구 화곡동 1061-34층402호,화곡로27가길 29-0,서울특별시 강서구 화곡동,1061-34층402,0,402호,34.0,1061-,106.0,46.0,366000000,292800000,344350000.0,2017-07-04,2017,7,4,배당종결,80,,
서울동부5계,2015-87,2015,아파트,"서울특별시 마포구 상암동 0,동 12층 1208호","서울특별시 강동구  상암로51길 61, 101동 12층 1208호",서울특별시 마포구 상암동,0,101동,1208호,12.0,0,60.0,12.0,324000000,324000000,402990000.0,2017-07-03,2017,7,3,배당종결,100,,
서울북부3계,2016-12601,2016,아파트,"서울특별시 성북구 성북동 0,동 20층 2005호","서울특별시 성북구  성북로4길 52, 211동 20층2005호",서울특별시 성북구 성북동,0,211동,2005호,20.0,0,85.0,35.0,420000000,420000000,,2017-07-03,2017,7,3,배당종결,100,,
서울중앙4계,2016-11968,2016,아파트,서울특별시 관악구 봉천동  1536-2  2층201호,서울특별시 관악구 봉천동 1536-2,서울특별시 관악구 봉천동,1536-2,0,201호,2.0,1536-2,94.0,64.0,370000000,296000000,352399000.0,2017-06-29,2017,6,29,배당종결,80,,
서울중앙4계,2016-14561,2016,아파트,"서울 관악구 봉천동  10-4, 서희스타힐스 101동 4층 409호","서울특별시 관악구 봉천동 0, 101동 4층409호",서울 관악구 봉천동,10-4,101동,409호,4.0,서희스타힐스,60.0,18.0,385000000,308000000,365751000.0,2017-06-29,2017,6,29,배당종결,80,,
서울남부8계,2016-14444,2016,아파트,"서울특별시 구로구 고척동 0,동 11층 1104호","서울특별시 구로구  고척로 82, 202동 11층1104호",서울특별시 구로구 고척동,0,202동,1104호,11.0,0,60.0,17.0,236000000,236000000,243180000.0,2017-06-28,2017,6,28,배당종결,100,,
서울남부8계,2016-105029,2016,아파트,"서울특별시 양천구 목동 0,층 301호","서울특별시 양천구  목동동로12길 38, 3층301호",서울특별시 양천구 목동,0,0,301호,,,120.0,47.0,605000000,0,556280000.0,2017-06-28,2017,6,28,배당종결,0,,
서울서부3계,2016-53226,2016,아파트,"서울특별시 은평구 갈현동 0,층 301호","서울특별시 은평구  갈현로12길 23, 3층301호",서울특별시 은평구 갈현동,0,0,301호,,,85.0,52.0,320000000,256000000,301550000.0,2017-06-27,2017,6,27,배당종결,80,,
서울중앙5계,2017-1784,2017,아파트,"서울 동작구 신대방동  395-66, 보라매삼성쉐르빌 15층 1502호","서울특별시 관악구 봉천동 0, 15층1502호",서울 동작구 신대방동,395-66,0,1502호,15.0,보라매삼성쉐르빌,164.0,19.0,880000000,704000000,831200000.0,2017-06-27,2017,6,27,배당종결,80,,
서울북부2계,2016-14362,2016,아파트,"서울특별시 강북구 우이동 0,층 309호","서울특별시 도봉구  우이천로 200, 3층309호",서울특별시 강북구 우이동,0,0,309호,,,85.0,26.0,315000000,252000000,268999990.0,2017-06-26,2017,6,26,배당종결,80,,
서울동부2계,2016-51198,2016,아파트,"서울특별시 마포구 상암동 0,동 22층 2204호","서울특별시 강동구  상암로3길 77, 103동 22층2204호",서울특별시 마포구 상암동,0,103동,2204호,22.0,0,157.0,53.0,800000000,640000000,758880000.0,2017-06-26,2017,6,26,배당종결,80,,
서울북부2계,2017-56,2017,아파트,"서울특별시 동대문구 전농동 0,동 14층 1405호","서울특별시 동대문구  전농로10길 20, 105동 14층1405호",서울특별시 동대문구 전농동,0,105동,1405호,14.0,0,115.0,41.0,492000000,393600000,471912000.0,2017-06-26,2017,6,26,배당종결,80,,
서울북부2계,2017-1097,2017,아파트,"서울특별시 중랑구 면목동 0,동 11층 1103호","서울특별시 중랑구  면목로37길 58, 202동 11층1103호",서울특별시 중랑구 면목동,0,202동,1103호,11.0,0,85.0,23.0,370000000,370000000,373100200.0,2017-06-26,2017,6,26,배당종결,100,,
서울중앙2계,2015-20972,2015,아파트,"서울 동작구 신대방동  395-69, 보라매아카데미타워 31층 3102호","서울특별시 관악구 봉천동 0, 31층3102호",서울 동작구 신대방동,395-69,0,3102호,31.0,보라매아카데미타워,133.0,12.0,633000000,207422000,241660000.0,2017-06-20,2017,6,20,배당종결,33,,
서울서부3계,2016-10861,2016,아파트,"서울 마포구 아현동  774, 마포래미안푸르지오 202동 4층 403호","서울특별시 마포구 마포동 0, 202동 4층403호",서울 마포구 아현동,774,202동,403호,4.0,마포래미안푸르지오,115.0,18.0,1050000000,840000000,1021000000.0,2017-06-20,2017,6,20,배당종결,80,,
서울중앙5계,2017-100117,2017,아파트,서울특별시 서초구 방배동  980-45  8층801호,서울특별시 서초구 방배동 980-45,서울특별시 서초구 방배동,980-45,0,801호,8.0,980-45,228.0,84.0,1150000000,920000000,951500000.0,2017-06-20,2017,6,20,배당종결,80,,
서울동부6계,2016-886,2016,아파트,서울특별시 송파구 잠실동  35 트리지움 335동 28층2802호,서울특별시 송파구 잠실동 35,서울특별시 송파구 잠실동,35,335동,2802호,28.0,35트리지움,115.0,54.0,1260000000,1260000000,1433000000.0,2017-06-19,2017,6,19,배당종결,100,,
서울북부8계,2016-9988,2016,아파트,"서울 성북구 정릉동  435, 중앙하이츠빌2단지 207동 6층 602호","서울특별시 성북구 정릉동 0, 207동 6층602호",서울 성북구 정릉동,435,207동,602호,6.0,중앙하이츠빌2단지,85.0,38.0,380000000,194560000,216336000.0,2017-06-19,2017,6,19,배당종결,51,,
서울중앙1계,2017-100100,2017,아파트,"서울 서초구 우면동  773, 서초힐스 209동 3층 303호","서울특별시 서초구 양재동 0, 209동 3층303호",서울 서초구 우면동,773,209동,303호,3.0,서초힐스,42.0,55.0,395000000,0,,2017-06-15,2017,6,15,배당종결,0,,
서울남부5계,2016-12783,2016,아파트,"서울특별시 양천구 목동 0,동 11층 1102호","서울특별시 양천구  목동동로 430, 607동 11층1102호",서울특별시 양천구 목동,0,607동,1102호,11.0,0,52.03,52.0,650000000,520000000,580999000.0,2017-06-14,2017,6,14,배당종결,80,,
서울서부5계,2015-13689,2015,아파트,"서울 마포구 하중동  101, 한강밤섬자이 102동 6층 601호","서울특별시 마포구 토정동 0, 102동 6층601호",서울 마포구 하중동,101,102동,601호,6.0,한강밤섬자이,138.0,43.0,1280000000,819200000,1130050000.0,2017-06-13,2017,6,13,배당종결,64,,
서울서부2계,2016-53752,2016,아파트,"서울 서대문구 북가좌동  481, 디엠씨래미안이편한세상 115동 34층 3404호","서울특별시 은평구 수색동 0, 115동 34층3404호",서울 서대문구 북가좌동,481,115동,3404호,34.0,디엠씨래미안이편한세상,202.0,38.0,1470000000,1176000000,,2017-06-13,2017,6,13,배당종결,80,,
서울동부1계,2015-8456,2015,아파트,"서울특별시 서초구 양재동 0,동 2층 203호","서울특별시 강동구  양재대로 1340, 425동 2층203호",서울특별시 서초구 양재동,0,425동,203호,2.0,0,50.0,137.0,450000000,450000000,501999000.0,2017-06-12,2017,6,12,배당종결,100,,
서울북부6계,2017-100079,2017,아파트,"서울특별시 노원구 공릉동 0,동 9층 901호","서울특별시 노원구  공릉로 351, 5동 9층901호",서울특별시 노원구 공릉동,0,5동,901호,9.0,0,71.0,34.0,400000000,320000000,385000000.0,2017-06-12,2017,6,12,배당종결,80,,
서울중앙11계,2016-13483,2016,아파트,"서울특별시 동작구 사당동 0,동 16층 1603호","서울특별시 동작구  사당로27길 130, 102동 16층1603호",서울특별시 동작구 사당동,0,102동,1603호,16.0,0,85.0,47.0,666000000,532800000,687880000.0,2017-06-08,2017,6,8,배당종결,80,,
서울동부3계,2016-6839,2016,아파트,"서울특별시 광진구 자양동 0,동 8층 802호","서울특별시 광진구  자양로3가길 43, 102동 8층802호",서울특별시 광진구 자양동,0,102동,802호,8.0,0,82.0,36.0,480000000,480000000,520661000.0,2017-06-05,2017,6,5,배당종결,100,,
서울중앙2계,2016-104853,2016,아파트,"서울 중구 회현동1가  208, 남산롯데캐슬아이리스 30층 102-3004호","서울특별시 중구 소공동 0, 30층102-3004호",서울 중구 회현동1가,208,0,102-3004호,30.0,남산롯데캐슬아이리스,134.0,19.0,1300000000,1040000000,1231015000.0,2017-06-01,2017,6,1,배당종결,80,,
서울남부1계,2016-105487,2016,아파트,"서울 강서구 화곡동  1145, 우장산롯데캐슬 305동 11층 1101호","서울특별시 강서구 공항동 0, 305동 11층1101호",서울 강서구 화곡동,1145,305동,1101호,11.0,우장산롯데캐슬,178.0,87.0,826000000,660800000,831890000.0,2017-05-31,2017,5,31,배당종결,80,,
서울서부8계,2016-6558,2016,아파트,서울특별시 서대문구 홍제동  470 제일아파트 제101동 5층503호,,서울특별시 서대문구 홍제동,470,제101동,503호,5.0,470제일아파트,,,180000000,144000000,147000000.0,2017-05-30,2017,5,30,배당종결,80,,
서울남부11계,2016-7491,2016,아파트,"서울특별시 구로구 신도림동 0,동 11층 1103호","서울특별시 구로구  신도림로21길 21, 501동 11층1103호",서울특별시 구로구 신도림동,0,501동,1103호,11.0,0,60.0,30.0,330000000,330000000,363300000.0,2017-05-30,2017,5,30,배당종결,100,,
서울남부11계,2016-12738,2016,아파트,"서울특별시 양천구 신정동 0,동 7층 703호","서울특별시 양천구  신정로11길 20, 201동 7층703호",서울특별시 양천구 신정동,0,201동,703호,7.0,0,85.0,43.0,520000000,416000000,522000000.0,2017-05-30,2017,5,30,배당종결,80,,
서울중앙4계,2016-7631,2016,아파트,"서울특별시 동작구 사당동 0,동 9층 902호","서울특별시 동작구  사당로17길 52, 9동 9층902호",서울특별시 동작구 사당동,0,9동,902호,9.0,0,42.0,45.0,570000000,570000000,641713000.0,2017-05-25,2017,5,25,배당종결,100,,
서울중앙4계,2016-105047,2016,아파트,서울특별시 서초구 서초동 1644동 8층803호,사임당로23길 58-0,서울특별시 서초구 서초동,1644,0,803호,8.0,1644동,84.0,36.0,760000000,608000000,813999999.0,2017-05-25,2017,5,25,배당종결,80,,
서울중앙4계,2017-798,2017,아파트,"서울 강남구 대치동  985, 래미안 대치 하이스턴 201동 12층 1101호","서울특별시 강남구 도곡동 0, 201동 12층1101호",서울 강남구 대치동,985,201동,1101호,12.0,래미안대치하이스턴,110.0,40.0,1400000000,1120000000,1389999999.0,2017-05-25,2017,5,25,배당종결,80,,
서울동부2계,2016-3595,2016,아파트,"서울 강동구 성내동  13-15, 동남드림빌 2층 204호","서울특별시 강동구 천호동 0, 2층204호",서울 강동구 성내동,13-15,동,204호,2.0,13-15남드림빌,82.0,34.0,438000000,350400000,428009900.0,2017-05-22,2017,5,22,배당종결,80,,
서울북부3계,2016-16368,2016,아파트,"서울 동대문구 이문동  292-10, 이문동웰츠타워 14층 101동1401호","서울특별시 동대문구 이문동 0, 14층101동1401호",서울 동대문구 이문동,292-10,이문동,1401호,14.0,292-10웰츠타워,214.0,55.0,984000000,787200000,911100000.0,2017-05-22,2017,5,22,배당종결,80,,
서울중앙7계,2016-12206,2016,아파트,서울특별시 강남구 논현동 252-1동 2층201호,학동로46길 38-0,서울특별시 강남구 논현동,252-1,0,201호,2.0,252-1동,111.0,61.0,1010000000,808000000,993000000.0,2017-05-18,2017,5,18,배당종결,80,,
서울중앙3계,2016-7785,2016,아파트,"서울 동작구 본동  494, 래미안트윈파크 101동 13층 1303호","서울특별시 동작구 노량진동 0, 101동 13층1303호",서울 동작구 본동,494,101동,1303호,13.0,래미안트윈파크,115.0,56.0,1010000000,808000000,953900000.0,2017-05-16,2017,5,16,배당종결,80,,
서울동부4계,2016-7795,2016,아파트,"서울특별시 성동구 행당동 0,동 9층 902호","서울특별시 성동구  행당로 79, 126동 9층902호",서울특별시 성동구 행당동,0,126동,902호,9.0,0,115.0,51.0,653000000,653000000,657770000.0,2017-05-15,2017,5,15,배당종결,100,,
서울동부4계,2016-9999,2016,아파트,"서울 강동구 성내동  194, 에스케이허브진 11층 1108호","서울특별시 강동구 천호동 0, 11층1108호",서울 강동구 성내동,194,0,1108호,11.0,에스케이허브진,34.0,10.0,250000000,250000000,260199999.0,2017-05-15,2017,5,15,배당종결,100,,
서울북부2계,2016-11059,2016,아파트,"서울특별시 동대문구 장안동 0,동 9층 901호","서울특별시 동대문구  장안벚꽃로 167, 204동 9층901호",서울특별시 동대문구 장안동,0,204동,901호,9.0,0,81.0,32.0,480000000,384000000,471777000.0,2017-05-15,2017,5,15,배당종결,80,,
서울북부2계,2016-11226,2016,아파트,"서울특별시 동대문구 회기동 0,동 12층 1204호","서울특별시 성북구  회기로5길 100, 102동 12층1204호",서울특별시 동대문구 회기동,0,102동,1204호,12.0,0,79.0,23.0,370000000,296000000,365211000.0,2017-05-15,2017,5,15,배당종결,80,,
서울북부1계,2016-16108,2016,아파트,"서울특별시 성북구 성북동 0,동 6층 604호","서울특별시 성북구  성북로4길 52, 112동 6층604호",서울특별시 성북구 성북동,0,112동,604호,6.0,0,152.0,59.0,562000000,449600000,513557788.0,2017-05-15,2017,5,15,배당종결,80,,
서울남부4계,2015-11042,2015,아파트,"서울특별시 관악구 봉천동 0,동 5층 504호","서울특별시 구로구  중앙로15길 132-17, 101동 5층504호",서울특별시 관악구 봉천동,0,101동,504호,5.0,0,60.0,21.0,225000000,225000000,257999000.0,2017-05-10,2017,5,10,배당종결,100,,
서울남부4계,2016-103399,2016,아파트,"서울특별시 관악구 봉천동 0,동 23층 2301호","서울특별시 구로구  중앙로15길 151, 106동 23층2301호",서울특별시 관악구 봉천동,0,106동,2301호,23.0,0,85.0,36.0,360000000,288000000,351999999.0,2017-05-10,2017,5,10,배당종결,80,,
서울중앙2계,2016-12282,2016,아파트,"서울특별시 동작구 동작동 0,동 6층 610호","서울특별시 동작구  동작대로29길 115, 305동 6층610호",서울특별시 동작구 동작동,0,305동,610호,6.0,0,14.0,33.0,98500000,78800000,92010500.0,2017-05-04,2017,5,4,배당종결,80,,
서울중앙2계,2016-105382,2016,아파트,서울특별시 관악구 봉천동 1560-61동 2층201호,청룡길 78-0,서울특별시 관악구 봉천동,1560-61,0,201호,2.0,1560-61동,114.0,63.0,597000000,597000000,623600000.0,2017-05-04,2017,5,4,배당종결,100,,
서울서부2계,2016-8967,2016,아파트,"서울특별시 용산구 효창동 0,동 4층 402호","서울특별시 용산구  효창원로69길 57, 101동 4층402호",서울특별시 용산구 효창동,0,101동,402호,4.0,0,85.0,43.0,482000000,385600000,486850000.0,2017-05-02,2017,5,2,배당종결,80,,
서울중앙4계,2016-12329,2016,아파트,서울특별시 강남구 신사동 591-11층402호,논현로154길 11-0,서울특별시 강남구 신사동,591-11층402,0,402호,11.0,591-,85.0,39.0,707000000,565600000,644000000.0,2017-04-27,2017,4,27,배당종결,80,,
서울남부1계,2016-10329,2016,아파트,"서울특별시 영등포구 대림동 0,동 10층 1004호","서울특별시 영등포구  대림로 256, 101동 10층1004호",서울특별시 영등포구 대림동,0,101동,1004호,10.0,0,85.0,24.0,370000000,370000000,376993000.0,2017-04-25,2017,4,25,배당종결,100,,
서울중앙5계,2016-104655,2016,아파트,서울특별시 서초구 방배동 912-13층102호,방배로11길 17-0,서울특별시 서초구 방배동,912-13층102,0,102호,13.0,912-,103.0,45.0,630000000,630000000,637890000.0,2017-04-25,2017,4,25,배당종결,100,,
서울북부4계,2016-8091,2016,아파트,서울특별시 중랑구 신내동  817 신내우디안2단지 213동 13층1302호,서울특별시 중랑구 신내동 817,서울특별시 중랑구 신내동,817,213동,1302호,13.0,817신내우디안2단지,115.0,114.8,550000000,440000000,486000000.0,2017-04-24,2017,4,24,배당종결,80,,
서울북부4계,2016-16375,2016,아파트,"서울특별시 노원구 중계동 0,동 11층 1101호","서울특별시 노원구  중계로8길 29, 108동 11층1101호",서울특별시 노원구 중계동,0,108동,1101호,11.0,0,85.0,44.0,496000000,496000000,502000000.0,2017-04-24,2017,4,24,배당종결,100,,
서울서부6계,2016-11109,2016,아파트,"서울특별시 은평구 불광동 0,층 201호","서울특별시 은평구  불광천길 514, 2층201호",서울특별시 은평구 불광동,0,0,201호,,,67.0,8.0,262000000,262000000,267110000.0,2017-04-18,2017,4,18,배당종결,100,,
서울동부7계,2016-5782,2016,아파트,서울특별시 송파구 문정동 1동 7층701호,문정로 83-0,서울특별시 송파구 문정동,1,0,701호,7.0,1동,50.0,58.0,300000000,240000000,273400000.0,2017-04-17,2017,4,17,배당종결,80,,
서울중앙11계,2016-5932,2016,아파트,"서울특별시 영등포구 여의도동 0,동 12층 1208호","서울특별시 동작구  여의대방로10길 38, 102동 12층1208호",서울특별시 영등포구 여의도동,0,102동,1208호,12.0,0,108.0,40.0,730000000,584000000,691230000.0,2017-04-13,2017,4,13,배당종결,80,,
서울중앙11계,2016-9699,2016,아파트,"서울특별시 동작구 사당동 0,동 15층 1503호","서울특별시 동작구  사당로17길 52, 5동 15층1503호",서울특별시 동작구 사당동,0,5동,1503호,15.0,0,125.0,67.0,685000000,548000000,715900000.0,2017-04-13,2017,4,13,배당종결,80,,
서울중앙11계,2016-12251,2016,아파트,"서울 관악구 신림동  1735-1, 관악산휴먼시아 104동 2층 202호","서울특별시 관악구 신림동 0, 104동 2층202호",서울 관악구 신림동,1735-1,104동,202호,2.0,관악산휴먼시아,115.0,60.0,462000000,369600000,475000000.0,2017-04-13,2017,4,13,배당종결,80,,
서울남부8계,2016-12134,2016,아파트,"서울특별시 양천구 목동 0,동 3층 305호","서울특별시 양천구  목동동로 130, 1422동 3층305호",서울특별시 양천구 목동,0,1422동,305호,3.0,0,71.0,18.0,700000000,560000000,685550000.0,2017-04-12,2017,4,12,배당종결,80,,
서울중앙21계,2016-11579,2016,아파트,서울특별시 동작구 동작동 332동 4층404호,동작대로45길 22-0,서울특별시 동작구 동작동,332,0,404호,4.0,332동,121.0,60.0,740000000,592000000,688880000.0,2017-04-11,2017,4,11,배당종결,80,,
서울남부6계,2016-104439,2016,아파트,서울특별시 양천구 목동 912동 1층105호,목동동로 350-0,서울특별시 양천구 목동,912,0,105호,1.0,912동,120.0,116.0,1300000000,1300000000,1327000000.0,2017-04-11,2017,4,11,배당종결,100,,
서울동부4계,2015-12516,2015,아파트,서울특별시 송파구 문정동 58-17층203호,새말로5길 18-0,서울특별시 송파구 문정동,58-17층203,0,203호,17.0,58-,82.0,32.0,420000000,336000000,392999000.0,2017-04-10,2017,4,10,배당종결,80,,
서울동부6계,2016-7573,2016,아파트,"서울특별시 서초구 양재동 0,동 5층 501호","서울특별시 강동구  양재대로 1716, 1동 5층501호",서울특별시 서초구 양재동,0,1동,501호,5.0,0,72.0,50.0,385000000,385000000,385188800.0,2017-04-10,2017,4,10,배당종결,100,,
서울북부8계,2016-105626,2016,아파트,"서울특별시 노원구 공릉동 0,동 7층 708호","서울특별시 노원구  공릉로59길 25, 706동 7층708호",서울특별시 노원구 공릉동,0,706동,708호,7.0,0,50.0,31.0,245000000,196000000,240777700.0,2017-04-10,2017,4,10,배당종결,80,,
서울남부10계,2016-9442,2016,아파트,"서울특별시 구로구 개봉동 0,동 5층 502호","서울특별시 구로구  개봉로20길 6, 119동 5층502호",서울특별시 구로구 개봉동,0,119동,502호,5.0,0,115.0,41.0,495000000,396000000,500100000.0,2017-04-05,2017,4,5,배당종결,80,,
서울서부4계,2016-7926,2016,아파트,"서울특별시 서대문구 홍은동 0,층 415호","서울특별시 서대문구  홍은중앙로 156, 4층415호",서울특별시 서대문구 홍은동,0,0,415호,,,49.0,39.0,150000000,120000000,143217527.0,2017-04-04,2017,4,4,배당종결,80,,대항력있는임차인
서울중앙1계,2016-14004,2016,아파트,서울특별시 강남구 논현동  114-23 로체샤르캐슬 5층503호,서울특별시 강남구 논현동 114-23,서울특별시 강남구 논현동,114-23,0,503호,5.0,114-23로체샤르캐슬,107.0,61.0,687000000,687000000,713500000.0,2017-04-04,2017,4,4,배당종결,100,,
서울중앙1계,2016-103126,2016,아파트,"서울 강남구 신사동  632, 압구정하이츠파크 비동 21층 2101호","서울특별시 강남구 압구정동 0, 비동 21층2101호",서울 강남구 신사동,632,비동,2101호,21.0,압구정하이츠파크,184.0,80.0,2650000000,2120000000,2585900000.0,2017-04-04,2017,4,4,배당종결,80,,
서울북부6계,2014-4538,2014,아파트,"서울특별시 노원구 상계동 737,동 6층 608호","서울특별시 노원구  동일로215길 48, 319동 6층 608호",서울특별시 노원구 상계동,737,319동,608호,6.0,737,84.0,55.0,370000000,296000000,444444000.0,2017-04-03,2017,4,3,배당종결,80,,
서울중앙4계,2015-3991,2015,아파트,서울 서초구 서초동  1336 3층 303호,"서울특별시 서초구 서초동 0, 5동 3층 303호",서울 서초구 서초동,1336,0,303호,3.0,1336,210.0,101.0,1700000000,1360000000,1668990000.0,2017-03-30,2017,3,30,배당종결,80,,
서울서부2계,2015-13511,2015,아파트,서울특별시 용산구 한남동  26-5 트윈빌 6층602호,서울특별시 용산구 한남동 26-5,서울특별시 용산구 한남동,26-5,0,602호,6.0,26-5트윈빌,223.0,88.0,2210000000,1768000000,2251999999.0,2017-03-28,2017,3,28,배당종결,80,,
서울북부4계,2016-104555,2016,아파트,서울특별시 중랑구 면목동 1522동 9층901호,면목로35길 63-0,서울특별시 중랑구 면목동,1522,0,901호,9.0,1522동,85.0,23.0,390000000,312000000,381510000.0,2017-03-27,2017,3,27,배당종결,80,,
서울북부4계,2016-105435,2016,아파트,"서울특별시 성북구 정릉동 0,동 5층 502호","서울특별시 성북구  정릉로 388, 102동 5층502호",서울특별시 성북구 정릉동,0,102동,502호,5.0,0,,,570000000,456000000,543999999.0,2017-03-27,2017,3,27,배당종결,80,,
