office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment,floor_cat,build_area_grade,land,date_ym,result,comment_val,gu,dong0
서울남부10계,2019-108548,2019,아파트,"서울특별시 영등포구 문래동4가 67, 101동 3층303호 (문래동4가,리버뷰신안인스빌)",,문래동4가,67,101동,303호,3.0,리버뷰신안인스빌,84.995,42.84,680000000,680000000,725660000.0,2020-06-09,2020,6,9,매각,100,107.0,,지하~3층,중형,1,202006,1,0,영등포구,서울특별시 영등포구 문래동4가
서울남부10계,2019-108838,2019,아파트,"서울특별시 양천구 신월동 1044, 101동 7층 705호 (신월동,정은스카이빌아파트)",,신월동,1044,101동,705호,7.0,정은스카이빌아파트,79.96,41.69,387000000,387000000,390870000.0,2020-06-09,2020,6,9,매각,100,101.0,대항력있는임차인,4~7층,중형,1,202006,1,1,양천구,서울특별시 양천구 신월동
서울동부3계,2019-3084,2019,아파트,"서울특별시 강동구 천호동 32-2, 5층501호",,천호동,32-2,0,501호,5.0,,78.8,31.34,333000000,333000000,388860000.0,2020-06-08,2020,6,8,매각,100,117.0,,4~7층,중형,1,202006,1,0,강동구,서울특별시 강동구 천호동
서울북부8계,2019-8351,2019,아파트,"서울특별시 성북구 안암동1가 361, 107동 6층601호 (안암동1가,래미안안암)",,안암동1가,361,107동,601호,6.0,래미안안암,84.8681,53.75,674000000,674000000,736090000.0,2020-06-08,2020,6,8,매각,100,109.0,,4~7층,중형,1,202006,1,0,성북구,서울특별시 성북구 안암동1가
서울북부8계,2019-10323,2019,아파트,"서울특별시 성북구 석관동 407, 112동 3층302호 (석관동,래미안석관)",,석관동,407,112동,302호,3.0,래미안석관,84.84,47.5,670000000,670000000,720000100.0,2020-06-08,2020,6,8,매각,100,107.0,,지하~3층,중형,1,202006,1,0,성북구,서울특별시 성북구 석관동
서울동부3계,2019-51946,2019,아파트,"서울특별시 강동구 천호동 305, 101동 5층515호 (천호동,중앙하이츠아파트)",,천호동,305,101동,515호,5.0,중앙하이츠아파트,114.68,37.386,609000000,389760000,617000000.0,2020-06-08,2020,6,8,매각,64,101.0,,4~7층,대형,1,202006,1,0,강동구,서울특별시 강동구 천호동
서울동부3계,2019-52918,2019,아파트,"서울특별시 강동구 천호동 46-5, 5층505호 (천호동,우정아파트)",,천호동,46-5,0,505호,5.0,우정아파트,84.97,36.13,450000000,288000000,472100000.0,2020-06-08,2020,6,8,매각,64,105.0,,4~7층,중형,1,202006,1,0,강동구,서울특별시 강동구 천호동
서울동부3계,2019-53997,2019,아파트,"서울특별시 강동구 천호동 447-17, 1102동 36층3601호 (천호동,강동역신동아파밀리에)",,천호동,447-17,1102동,3601호,36.0,447-17천동아파밀리에,94.61,25.96,894000000,894000000,986131000.0,2020-06-08,2020,6,8,매각,100,110.0,,21층 이상,대형,1,202006,1,0,강동구,서울특별시 강동구 천호동
서울북부5계,2019-103256,2019,아파트,"서울특별시 성북구 돈암동 609-1, 204동 15층1506호 (돈암동,한진아파트)",,돈암동,609-1,204동,1506호,15.0,한진아파트,84.87,35.36,601000000,480800000,610999999.0,2020-06-08,2020,6,8,매각,80,102.0,대항력있는임차인,13~20층,중형,1,202006,1,1,성북구,서울특별시 성북구 돈암동
서울북부8계,2019-109315,2019,아파트,"서울특별시 성북구 정릉동 1016, 101동 9층911호 (정릉동,우방아파트)",,정릉동,1016,101동,911호,9.0,우방아파트,59.94,17.884,302000000,302000000,333100000.0,2020-06-08,2020,6,8,매각,100,110.0,,8~12층,소형,1,202006,1,0,성북구,서울특별시 성북구 정릉동
서울북부5계,2019-9118,2019,아파트,"서울특별시 동대문구 장안동 382-2, 8층803호 (장안동,제이드파크)",,장안동,382-2,0,803호,8.0,제이드파크,21.94,5.3256,123000000,98400000,111883300.0,2020-06-08,2020,6,8,매각,80,91.0,대항력있는임차인,8~12층,소형,1,202006,1,1,동대문구,서울특별시 동대문구 장안동
서울북부5계,2019-9194,2019,아파트,"서울특별시 강북구 번동 657, 101동 11층1101호 (미아동,번동동문아파트)",,번동,657,101동,1101호,11.0,657미아동문아파트,134.27,44.31,639000000,511200000,628000000.0,2020-06-08,2020,6,8,매각,80,98.0,,8~12층,초대형,1,202006,1,0,강북구,서울특별시 강북구 번동
서울북부5계,2019-107616,2019,아파트,"서울특별시 성북구 정릉동 239-1, 123동 2층210호 (정릉동,정릉풍림아이원)",,정릉동,239-1,123동,210호,2.0,정릉풍림아이원,59.88,28.955,358000000,358000000,386110000.0,2020-06-08,2020,6,8,매각,100,108.0,,지하~3층,소형,1,202006,1,0,성북구,서울특별시 성북구 정릉동
서울북부8계,2019-107906,2019,아파트,"서울특별시 노원구 월계동 775, 105동 3층302호 (월계동,월계대우아파트)",,월계동,775,105동,302호,3.0,월계대우아파트,134.64,55.94,543000000,434400000,515819000.0,2020-06-08,2020,6,8,매각,80,95.0,,지하~3층,초대형,1,202006,1,0,노원구,서울특별시 노원구 월계동
서울북부9계,2019-108909,2019,아파트,"서울특별시 노원구 상계동 1285, 101동 22층2206호 (상계동,동아불암복합상가아파트)",,상계동,1285,101동,2206호,22.0,1285상계동아불암복합상가아파트,59.4,20.711,344000000,275200000,356000000.0,2020-06-08,2020,6,8,매각,80,103.0,,21층 이상,소형,1,202006,1,0,노원구,서울특별시 노원구 상계동
서울북부5계,2019-110643,2019,아파트,"서울특별시 도봉구 창동 731-54, 6층601호 (창동,창동새로움아파트)",,창동,731-54,창동,601호,6.0,창동새로움아파트,68.4,30.01,316000000,316000000,340000000.0,2020-06-08,2020,6,8,매각,100,108.0,,4~7층,중형,1,202006,1,0,도봉구,서울특별시 도봉구 창동
서울남부4계,2018-11265,2018,아파트,"서울특별시 구로구 구로동  807-23, 807-24  3층302호",,구로동,807-23,0,302호,3.0,807-24,38.25,12.35,115000000,73600000,105690000.0,2020-06-02,2020,6,2,매각,64,92.0,대항력있는임차인,지하~3층,소형,1,202006,1,1,구로구,서울특별시 구로구 구로동
서울서부6계,2019-1035,2019,아파트,"서울특별시 마포구 도화동 353, 202동 9층903호 (도화동,현대홈타운)",,도화동,353,202동,903호,9.0,현대홈타운,113.25,55.17,961000000,768800000,963989000.0,2020-06-02,2020,6,2,매각,80,100.0,,8~12층,대형,1,202006,1,0,마포구,서울특별시 마포구 도화동
서울중앙21계,2019-5407,2019,아파트,"서울특별시 동작구 신대방동 565, 13동 12층1201호 (신대방동,우성아파트)",,신대방동,565,13동,1201호,12.0,우성아파트,157.07,80.95,1080000000,1080000000,1200111000.0,2020-06-02,2020,6,2,매각,100,111.0,대항력있는임차인,8~12층,초대형,1,202006,1,1,동작구,서울특별시 동작구 신대방동
서울중앙21계,2019-108375,2019,아파트,"서울특별시 강남구 일원동 731, 305동 1층 105호 (일원동,한솔마을)",,일원동,731,305동,105호,1.0,한솔마을,63.76,64.08800000000001,1256000000,1256000000,1334990000.0,2020-06-02,2020,6,2,매각,100,106.0,,지하~3층,중형,1,202006,1,0,강남구,서울특별시 강남구 일원동
서울서부6계,2019-4010,2019,아파트,"서울특별시 마포구 공덕동 469, 506동 6층606호 (공덕동,래미안공덕5차)",,공덕동,469,506동,606호,6.0,래미안공덕5차,84.87100000000002,47.6469,1200000000,1200000000,1391000000.0,2020-06-02,2020,6,2,매각,100,116.0,,4~7층,중형,1,202006,1,0,마포구,서울특별시 마포구 공덕동
서울서부3계,2019-4089,2019,아파트,"서울특별시 서대문구 북아현동 187-14, 6층602호",,북아현동,187-14,0,602호,6.0,,100.1,36.99,560000000,448000000,622000000.0,2020-06-02,2020,6,2,매각,80,111.0,,4~7층,대형,1,202006,1,0,서대문구,서울특별시 서대문구 북아현동
서울서부3계,2019-51368,2019,아파트,"서울특별시 서대문구 충정로3가 477, 4층402호 (충정로3가,충림예하임아파트)",,충정로3가,477,0,402호,4.0,충림예하임아파트,84.6,42.2782,610000000,610000000,661710000.0,2020-06-02,2020,6,2,매각,100,108.0,대항력있는임차인,4~7층,중형,1,202006,1,1,서대문구,서울특별시 서대문구 충정로3가
서울서부3계,2019-53876,2019,아파트,"서울특별시 서대문구 연희동 194-30, 3층비305호 (연희동,브라운스톤 연희)",,연희동,194-30,0,비305호,3.0,브라운스톤연희,16.0,6.9570000000000025,185000000,148000000,160000000.0,2020-06-02,2020,6,2,매각,80,86.0,대항력있는임차인,지하~3층,소형,1,202006,1,1,서대문구,서울특별시 서대문구 연희동
서울북부3계,2018-11046,2018,아파트,"서울특별시 강북구 미아동 1353, 106동 17층1702호 (미아동,에스케이북한산시티아파트)",,미아동,1353,106동,1702호,17.0,에스케이북한산시티아파트,114.85,51.16,611000000,611000000,614190000.0,2020-06-01,2020,6,1,매각,100,101.0,,13~20층,대형,1,202006,1,0,강북구,서울특별시 강북구 미아동
서울북부3계,2018-106173,2018,아파트,"서울특별시 성북구 길음동 1280, 221동 18층1802호 (길음동,길음뉴타운)",,길음동,1280,221동,1802호,18.0,길음뉴타운,84.97,44.419,724000000,579200000,682000000.0,2020-06-01,2020,6,1,매각,80,94.0,,13~20층,중형,1,202006,1,0,성북구,서울특별시 성북구 길음동
서울동부2계,2019-4117,2019,아파트,"서울특별시 강동구 암사동 413, 118동 10층1003호 (암사동,프라이어팰리스)",,암사동,413,118동,1003호,10.0,프라이어팰리스,84.949,39.407,875000000,875000000,951880000.0,2020-06-01,2020,6,1,매각,100,109.0,,8~12층,중형,1,202006,1,0,강동구,서울특별시 강동구 암사동
서울북부3계,2019-7761,2019,아파트,"서울특별시 도봉구 쌍문동 59-3, 52동 1층106호 (쌍문동,한양아파트)",,쌍문동,59-3,52동,106호,1.0,한양아파트,65.37,33.052,277000000,221600000,290860000.0,2020-06-01,2020,6,1,매각,80,105.0,공동담보,지하~3층,중형,1,202006,1,1,도봉구,서울특별시 도봉구 쌍문동
서울북부4계,2019-7914,2019,아파트,"서울특별시 도봉구 방학동 496, 103동 12층1205호 (방학동,벽산아파트)",,방학동,496,103동,1205호,12.0,벽산아파트,84.98,28.614,397000000,317600000,361600000.0,2020-06-01,2020,6,1,매각,80,91.0,대항력있는임차인,8~12층,중형,1,202006,1,1,도봉구,서울특별시 도봉구 방학동
서울북부3계,2019-8535,2019,아파트,"서울특별시 중랑구 면목동 1510, 201동 15층1501호 (면목동,면목두산아파트)",,면목동,1510,201동,1501호,15.0,면목두산아파트,134.2,36.598,685000000,685000000,691110000.0,2020-06-01,2020,6,1,매각,100,101.0,,13~20층,초대형,1,202006,1,0,중랑구,서울특별시 중랑구 면목동
서울동부2계,2019-51786,2019,아파트,"서울특별시 송파구 거여동 362, 2동 3층301호 (거여동,현대아파트)",,거여동,362,2동,301호,3.0,현대아파트,74.83,38.25,724000000,579200000,728899000.0,2020-06-01,2020,6,1,매각,80,101.0,,지하~3층,중형,1,202006,1,0,송파구,서울특별시 송파구 거여동
서울북부4계,2019-101786,2019,아파트,"서울특별시 성북구 종암동 131, 211동 12층1202호 (종암동,종암2차아이파크)",,종암동,131,211동,1202호,12.0,종암2차아이파크,42.365,23.188,350000000,350000000,376800000.0,2020-06-01,2020,6,1,매각,100,108.0,토지및건물 지분매각,8~12층,소형,1,202006,1,1,성북구,서울특별시 성북구 종암동
서울북부3계,2019-105368,2019,아파트,"서울특별시 노원구 월계동 781, 402동 9층903호 (월계동,청백아파트)",,월계동,781,402동,903호,9.0,청백아파트,39.84,18.83,230000000,184000000,217770000.0,2020-06-01,2020,6,1,매각,80,95.0,,8~12층,소형,1,202006,1,0,노원구,서울특별시 노원구 월계동
서울북부3계,2019-105917,2019,아파트,"서울특별시 성북구 돈암동 644, 102동 6층601호 (돈암동,돈암코오롱하늘채)",,돈암동,644,102동,601호,6.0,돈암코오롱하늘채,84.8778,46.4443,796000000,796000000,817120000.0,2020-06-01,2020,6,1,매각,100,103.0,대항력있는임차인,4~7층,중형,1,202006,1,1,성북구,서울특별시 성북구 돈암동
서울북부4계,2019-107968,2019,아파트,"서울특별시 중랑구 묵동 20, 503동 4층401호 (묵동,신내대림아파트)",,묵동,20,503동,401호,4.0,신내대림아파트,126.28,70.545,680000000,680000000,750030000.0,2020-06-01,2020,6,1,매각,100,110.0,,4~7층,대형,1,202006,1,0,중랑구,서울특별시 중랑구 묵동
서울북부3계,2019-107739,2019,아파트,"서울특별시 노원구 상계동 624, 1610동 1층107호 (상계동,상계주공아파트)",,상계동,624,1610동,107호,1.0,상계주공아파트,59.39,37.05,352000000,352000000,360950000.0,2020-06-01,2020,6,1,매각,100,103.0,대항력있는임차인,지하~3층,소형,1,202006,1,1,노원구,서울특별시 노원구 상계동
서울북부3계,2019-108220,2019,아파트,"서울특별시 성북구 정릉동 435, 206동 5층501호 (정릉동,중앙하이츠빌2단지)",,정릉동,435,206동,501호,5.0,중앙하이츠빌2단지,84.95,40.8233,530000000,530000000,545511000.0,2020-06-01,2020,6,1,매각,100,103.0,,4~7층,중형,1,202006,1,0,성북구,서울특별시 성북구 정릉동
서울동부4계,2019-1422,2019,아파트,"서울특별시 광진구 자양동 856, 비동 3층302호 (자양동,이튼타워리버5차)",,자양동,856,비동,302호,3.0,이튼타워리버5차,159.97,76.8483,1340000000,1340000000,1356000000.0,2020-05-25,2020,5,25,매각,100,101.0,,지하~3층,초대형,1,202005,1,0,광진구,서울특별시 광진구 자양동
서울북부1계,2019-102727,2019,아파트,"서울특별시 중랑구 면목동 472-8, 1동 13층1301호 (면목동,아람플러스리빙)",,면목동,472-8,1동,1301호,12.0,아람플러스리빙,84.975,24.2,460000000,368000000,471110000.0,2020-05-25,2020,5,25,매각,80,102.0,대항력있는임차인,8~12층,중형,1,202005,1,1,중랑구,서울특별시 중랑구 면목동
서울북부1계,2019-102901,2019,아파트,"서울특별시 노원구 하계동 271-3, 7동 11층1102호 (하계동,건영아파트)",,하계동,271-3,7동,1102호,11.0,건영아파트,26.57,12.6285,194000000,194000000,195200000.0,2020-05-25,2020,5,25,매각,100,101.0,,8~12층,소형,1,202005,1,0,노원구,서울특별시 노원구 하계동
서울북부1계,2019-108985,2019,아파트,"서울특별시 노원구 공릉동 748, 104동 4층401호 (공릉동,공릉동신도1차아파트)",,공릉동,748,104동,401호,4.0,748공릉동신도1차아파트,117.168,44.1848,620000000,620000000,620010000.0,2020-05-25,2020,5,25,매각,100,100.0,,4~7층,대형,1,202005,1,0,노원구,서울특별시 노원구 공릉동
서울중앙2계,2019-9775,2019,아파트,"서울특별시 서초구 서초동 1471-15, 4층402호 (서초동,엘리제아파트)",,서초동,1471-15,0,402호,4.0,엘리제아파트,97.36,43.224,786000000,786000000,792310000.0,2020-05-21,2020,5,21,매각,100,101.0,,4~7층,대형,1,202005,1,0,서초구,서울특별시 서초구 서초동
서울중앙2계,2019-103004,2019,아파트,"서울특별시 서초구 서초동 1321-6, 11층1104호 (서초동,서초동아타워)",,서초동,1321-6,서초동,1104호,11.0,서초동아타워,88.63,17.23,577000000,461600000,584000000.0,2020-05-21,2020,5,21,매각,80,101.0,,8~12층,대형,1,202005,1,0,서초구,서울특별시 서초구 서초동
서울남부11계,2018-7884,2018,아파트,"서울특별시 금천구 시흥동 5-13, 110동 8층802호 (시흥동,삼익아파트)",,시흥동,5-13,110동,802호,8.0,삼익아파트,114.48,41.96,432000000,345600000,479799000.0,2020-05-20,2020,5,20,매각,80,111.0,대항력있는임차인,8~12층,대형,1,202005,1,1,금천구,서울특별시 금천구 시흥동
서울남부11계,2019-8228,2019,아파트,"서울특별시 강서구 화곡동 1145, 105동 3층302호 (화곡동,우장산롯데캐슬)",,화곡동,1145,105동,302호,3.0,우장산롯데캐슬,85.0,41.81,780000000,624000000,722690000.0,2020-05-20,2020,5,20,매각,80,93.0,대항력있는임차인,지하~3층,중형,1,202005,1,1,강서구,서울특별시 강서구 화곡동
서울남부11계,2019-100018,2019,아파트,"서울특별시 강서구 마곡동 741, 804동 7층702호 (마곡동,마곡엠밸리8단지)",,마곡동,741,804동,702호,7.0,마곡엠밸리8단지,84.88,,1040000000,832000000,1016700000.0,2020-05-20,2020,5,20,매각,80,98.0,,4~7층,중형,0,202005,1,0,강서구,서울특별시 강서구 마곡동
서울중앙4계,2019-106232,2019,아파트,"서울특별시 관악구 봉천동 1708, 114동 3층303호 (봉천동,두산아파트)",,봉천동,1708,114동,303호,3.0,두산아파트,84.87,30.56,695000000,695000000,781880000.0,2020-05-20,2020,5,20,매각,100,113.0,,지하~3층,중형,1,202005,1,0,관악구,서울특별시 관악구 봉천동
서울남부3계,2018-11654,2018,아파트,"서울특별시 구로구 신도림동 692, 아파트동 11층에이-1106호 (신도림동,디큐브시티)",,신도림동,692,아파트동,에이-1106호,11.0,디큐브시티,105.45,17.1857,1110000000,1110000000,1137630000.0,2020-05-13,2020,5,13,매각,100,102.0,,8~12층,대형,1,202005,1,0,구로구,서울특별시 구로구 신도림동
서울남부3계,2018-107753,2018,아파트,"서울특별시 금천구 시흥동 5-13, 105동 4층401호 (시흥동,삼익아파트)",,시흥동,5-13,105동,401호,4.0,삼익아파트,114.48,41.96,425000000,425000000,470112000.0,2020-05-13,2020,5,13,매각,100,111.0,,4~7층,대형,1,202005,1,0,금천구,서울특별시 금천구 시흥동
서울중앙10계,2018-108019,2018,아파트,서울특별시 서초구 반포동  802  69동 2층205호,,반포동,802,69동,205호,2.0,802,140.13,121.76,4190000000,2681600000,2725000000.0,2020-05-13,2020,5,13,매각,64,65.0,,지하~3층,초대형,1,202005,1,0,서초구,서울특별시 서초구 반포동
서울남부9계,2019-5472,2019,아파트,"서울특별시 강서구 방화동 862, 102동 13층1303호 (방화동,한숲마을대림아파트)",,방화동,862,102동,1303호,,한숲마을대림아파트,84.83,32.285,540000000,432000000,497000000.0,2020-05-13,2020,5,13,매각,80,92.0,,,중형,1,202005,1,0,강서구,서울특별시 강서구 방화동
서울남부9계,2019-7454,2019,아파트,"서울특별시 영등포구 신길동 4945, 105동 14층1402호 (신길동,래미안프레비뉴)",,신길동,4945,105동,1402호,14.0,래미안프레비뉴,84.98,47.7459,1028000000,1028000000,1134100000.0,2020-05-13,2020,5,13,매각,100,110.0,,13~20층,중형,1,202005,1,0,영등포구,서울특별시 영등포구 신길동
서울남부3계,2019-102113,2019,아파트,"서울특별시 영등포구 영등포동 647, 203동 21층2101호 (영등포동,영등포푸르지오)",,영등포동,647,203동,2101호,21.0,영등포푸르지오,79.777,40.7528,765000000,765000000,899900000.0,2020-05-13,2020,5,13,매각,100,118.0,,21층 이상,중형,1,202005,1,0,영등포구,서울특별시 영등포구 영등포동
서울중앙10계,2019-103714,2019,아파트,"서울특별시 동작구 대방동 501, 102동 14층1406호 (대방동,대림아파트)",,대방동,501,102동,1406호,14.0,대림아파트,66.05,28.72,760000000,608000000,715000000.0,2020-05-13,2020,5,13,매각,80,94.0,대항력있는임차인,13~20층,중형,1,202005,1,1,동작구,서울특별시 동작구 대방동
서울중앙10계,2019-104731,2019,아파트,"서울특별시 서초구 방배동 1-62, 6층606호 (방배동,프레스턴)",,방배동,1-62,0,606호,6.0,프레스턴,243.83,113.65,2540000000,2032000000,2222222000.0,2020-05-13,2020,5,13,매각,80,87.0,,4~7층,초대형,1,202005,1,0,서초구,서울특별시 서초구 방배동
서울남부3계,2019-106696,2019,아파트,"서울특별시 강서구 방화동 897, 101동 8층802호 (방화동,마곡일성트루엘아파트)",,방화동,897,101동,802호,8.0,마곡일성트루엘아파트,29.99,20.08,267500000,214000000,289999000.0,2020-05-13,2020,5,13,매각,80,108.0,,8~12층,소형,1,202005,1,0,강서구,서울특별시 강서구 방화동
서울남부3계,2019-108296,2019,아파트,"서울특별시 구로구 고척동 320, 104동 13층1303호 (고척동,센츄리아파트)",,고척동,320,104동,1303호,13.0,센츄리아파트,84.56,34.67,442000000,442000000,492550000.0,2020-05-13,2020,5,13,매각,100,111.0,,13~20층,중형,1,202005,1,0,구로구,서울특별시 구로구 고척동
서울남부9계,2019-941,2019,아파트,"서울특별시 양천구 목동 908-34, 23층2310호 (목동,부영그린타운3차)",,목동,908-34,0,2310호,23.0,부영그린타운3차,157.29,18.81,1260000000,1260000000,1301550000.0,2020-05-13,2020,5,13,매각,100,103.0,,21층 이상,초대형,1,202005,1,0,양천구,서울특별시 양천구 목동
서울서부5계,2019-2441,2019,아파트,서울특별시 은평구 응암동  96-41 레반트아파트 5층503호,,응암동,96-41,0,503호,5.0,96-41레반트아파트,67.14,26.5392,300000000,240000000,242000000.0,2020-05-12,2020,5,12,매각,80,81.0,공동담보,4~7층,중형,1,202005,1,1,은평구,서울특별시 은평구 응암동
서울서부5계,2019-3116,2019,아파트,"서울특별시 서대문구 홍은동 440-3, 1동 4층415호 (홍은동,풍림아파트)",,홍은동,440-3,1동,415호,4.0,풍림아파트,56.61,30.31,310000000,248000000,316439999.0,2020-05-12,2020,5,12,매각,80,102.0,대항력있는임차인,4~7층,소형,1,202005,1,1,서대문구,서울특별시 서대문구 홍은동
서울서부7계,2019-5167,2019,아파트,"서울특별시 용산구 이촌동 302-53, 5층502호 (이촌동,월드메르디앙)",,이촌동,302-53,0,502호,5.0,월드메르디앙,128.66,43.92,1640000000,1312000000,1313111000.0,2020-05-12,2020,5,12,매각,80,80.0,대항력있는임차인,4~7층,대형,1,202005,1,1,용산구,서울특별시 용산구 이촌동
서울서부5계,2019-5532,2019,아파트,"서울특별시 은평구 녹번동 279-1, 101동 14층1402호 (녹번동,해주드림빌)",,녹번동,279-1,101동,1402호,14.0,해주드림빌,106.54,41.99,542000000,542000000,542000000.0,2020-05-12,2020,5,12,매각,100,100.0,대항력있는임차인,13~20층,대형,1,202005,1,1,은평구,서울특별시 은평구 녹번동
서울서부7계,2019-53555,2019,아파트,"서울특별시 서대문구 홍은동 454, 104동 11층1101호 (홍은동,극동아파트)",,홍은동,454,104동,1101호,11.0,454홍은동아파트,84.92,31.53,370000000,296000000,381900000.0,2020-05-12,2020,5,12,매각,80,103.0,,8~12층,중형,1,202005,1,0,서대문구,서울특별시 서대문구 홍은동
서울중앙1계,2019-106454,2019,아파트,"서울특별시 동작구 본동 492, 104동 17층 1701호 (본동,삼성래미안아파트)",,본동,492,104동,1701호,17.0,삼성래미안아파트,114.986,54.6735,923000000,923000000,1035799000.0,2020-05-12,2020,5,12,매각,100,112.0,,13~20층,대형,1,202005,1,0,동작구,서울특별시 동작구 본동
서울북부8계,2018-6129,2018,아파트,"서울특별시 노원구 상계동 1255, 104동 11층1101호 (상계동,은빛아파트)",,상계동,1255,104동,1101호,11.0,은빛아파트,39.7,20.058,227000000,227000000,245340000.0,2020-05-11,2020,5,11,매각,100,108.0,,8~12층,소형,1,202005,1,0,노원구,서울특별시 노원구 상계동
서울북부8계,2019-6676,2019,아파트,"서울특별시 중랑구 면목동 193-1, 10동 5층508호 (면목동,면목한신아파트)",,면목동,193-1,10동,508호,5.0,면목한신아파트,44.5,25.29,298000000,298000000,323990000.0,2020-05-11,2020,5,11,매각,100,109.0,대항력있는임차인,4~7층,소형,1,202005,1,1,중랑구,서울특별시 중랑구 면목동
서울북부9계,2019-6683,2019,아파트,"서울특별시 도봉구 도봉동 81-1, 1동 13층1306호 (도봉동,극동아파트)",,도봉동,81-1,1동,1306호,13.0,81-1도봉동아파트,84.18,39.9,334000000,213760000,331010000.0,2020-05-11,2020,5,11,매각,64,99.0,대항력있는임차인,13~20층,중형,1,202005,1,1,도봉구,서울특별시 도봉구 도봉동
서울북부5계,2019-7716,2019,아파트,"서울특별시 성북구 돈암동 603, 104동 7층703호 (돈암동,돈암동더？아파트)",,돈암동,603,104동,703호,7.0,603돈암동더？아파트,84.81700000000002,,608000000,486400000,617646000.0,2020-05-11,2020,5,11,매각,80,102.0,,4~7층,중형,0,202005,1,0,성북구,서울특별시 성북구 돈암동
서울북부8계,2019-8283,2019,아파트,"서울특별시 동대문구 휘경동 109, 101동 11층1109호 (휘경동,휘경동롯데낙천대아파트)",,휘경동,109,101동,1109호,11.0,109휘경동롯데낙천대아파트,112.03,42.18,690000000,552000000,661990000.0,2020-05-11,2020,5,11,매각,80,96.0,,8~12층,대형,1,202005,1,0,동대문구,서울특별시 동대문구 휘경동
서울북부5계,2019-8696,2019,아파트,"서울특별시 강북구 미아동 152, 101동 3층302호 (미아동,미아요진아파트)",,미아동,152,101동,302호,3.0,미아요진아파트,59.42,30.33,292000000,233600000,289000900.0,2020-05-11,2020,5,11,매각,80,99.0,,지하~3층,소형,1,202005,1,0,강북구,서울특별시 강북구 미아동
서울북부5계,2019-10095,2019,아파트,"서울특별시 성북구 정릉동 1018, 101동 13층1308호 (정릉동,태영아파트)",,정릉동,1018,101동,1308호,13.0,태영아파트,114.76,50.5,545000000,545000000,551300000.0,2020-05-11,2020,5,11,매각,100,101.0,,13~20층,대형,1,202005,1,0,성북구,서울특별시 성북구 정릉동
서울동부5계,2019-52093,2019,아파트,"서울특별시 성동구 마장동 818, 111동 18층1801호 (마장동,마장동현대아파트)",,마장동,818,111동,1801호,18.0,818마장동현대아파트,134.79,45.645,776000000,776000000,880000000.0,2020-05-11,2020,5,11,매각,100,113.0,,13~20층,초대형,1,202005,1,0,성동구,서울특별시 성동구 마장동
서울북부9계,2019-104976,2019,아파트,"서울특별시 성북구 석관동 110-2, 1동 1층106호 (석관동,중앙하이츠아파트)",,석관동,110-2,1동,106호,1.0,중앙하이츠아파트,84.85,31.3,440000000,281600000,478899900.0,2020-05-11,2020,5,11,매각,64,109.0,,지하~3층,중형,1,202005,1,0,성북구,서울특별시 성북구 석관동
서울북부8계,2019-105948,2019,아파트,"서울특별시 도봉구 방학동 720-18, 109동 7층702호 (방학동,방학동삼성래미안)",,방학동,720-18,109동,702호,7.0,720-18방학동삼성래미안,118.381,61.666,723000000,723000000,760950000.0,2020-05-11,2020,5,11,매각,100,105.0,,4~7층,대형,1,202005,1,0,도봉구,서울특별시 도봉구 방학동
서울북부8계,2019-106781,2019,아파트,"서울특별시 동대문구 장안동 329-2, 1005동 10층1003호 (장안동,장안힐스테이트)",,장안동,329-2,1005동,1003호,10.0,장안힐스테이트,59.928,31.53,588000000,588000000,648820000.0,2020-05-11,2020,5,11,매각,100,110.0,,8~12층,소형,1,202005,1,0,동대문구,서울특별시 동대문구 장안동
서울북부8계,2019-108329,2019,아파트,"서울특별시 도봉구 창동 33, 1903동 15층1504호 (창동,주공아파트)",,창동,33,1903동,1504호,15.0,주공아파트,68.86,53.34,626000000,626000000,701000050.0,2020-05-11,2020,5,11,매각,100,112.0,"대항력있는임차인,선순위임차권",13~20층,중형,1,202005,1,1,도봉구,서울특별시 도봉구 창동
서울북부9계,2019-109407,2019,아파트,"서울특별시 노원구 월계동 448-3, 다동 4층401호",,월계동,448-3,다동,401호,,448-3,16.17,11.69,90000000,90000000,170010000.0,2020-05-11,2020,5,11,매각,100,189.0,대항력있는임차인,,소형,1,202005,1,1,노원구,서울특별시 노원구 월계동
서울남부10계,2019-2367,2019,아파트,"서울특별시 양천구 신월동 217-8, 1층103호 (신월동,해주아파트)",,신월동,217-8,0,103호,1.0,해주아파트,59.59,24.59800000000001,218000000,174400000,208220000.0,2020-05-06,2020,5,6,매각,80,96.0,,지하~3층,소형,1,202005,1,0,양천구,서울특별시 양천구 신월동
서울남부10계,2019-102717,2019,아파트,"서울특별시 구로구 고척동 326, 104동 5층510호 (고척동,청구아파트)",,고척동,326,104동,510호,5.0,청구아파트,59.94,19.68,390000000,390000000,395190000.0,2020-05-06,2020,5,6,매각,100,101.0,대항력있는임차인,4~7층,소형,1,202005,1,1,구로구,서울특별시 구로구 고척동
